words,sentence,filename
['OK-kõik-Koik'],"Koik muu on organiseeritav ,» jutustab Siilats , endal silmad siiani peaagu kolm nädalat kestnud veereisielamustest säramas .",Failid_ettenten_retaggered/www_ajakirinavigaator_ee__514452.json
"['OK-kõik-koik', 'OK-võimalik-voimalik']","Sildade alt läbimahtumiseks tuligi kaatrilt koik mastid ja radarid , mis vähegi voimalik , maha võtta .",Failid_ettenten_retaggered/www_ajakirinavigaator_ee__514452.json
['OK-kõrge-korge'],"Ja siis keset Prantsusmaad on äkki sild , mis on ainult 3,45 korge ,» seletab Siilats .",Failid_ettenten_retaggered/www_ajakirinavigaator_ee__514452.json
['OK-või-voi'],"Viskan end kõhuli ja surm on juba silme ees – ma ei tea , kas vesi litsub mu silla ja kaatri vahele pannkoogiks voi mitte .",Failid_ettenten_retaggered/www_ajakirinavigaator_ee__514452.json
['OK-kõik-koik'],"Seni , kui kaunid mereelanikud kaatri kõrval oma trikke sooritasid , oli koik korras .",Failid_ettenten_retaggered/www_ajakirinavigaator_ee__514452.json
['OK-õpik-Öpik'],"Öpik uuris meteoore rangelt statistiliste meetodite abil , kasutades muu hulgas iseenda leiutatud kaksikloendamise meetodit ( s.t rakendati ühtaegu kahte loendajat ) .",Failid_ettenten_retaggered/www_ajaloomuuseum_ut_ee__404642.json
['OK-süli-STLI'],"Reproduktiivtervise säilitamisel on tähtis , et noorele pakutaks võimalust kaitsta ennast seksuaalsel teel levivate infektsioonide ( STLI ) ning soovimatu raseduse eest .",Failid_ettenten_retaggered/www_amor_ee__183838.json
['OK-süli-STLI'],"Ämmaemanda ja arsti töö noorte nõustamiskeskuses hõlmab rasestumisvastaste vahendite ja turvaseksi alast nõustamist , rasestumisvastaste vahendite väljakirjutamist , oletatava raseduse või STLI kindlaks tegemist jne .",Failid_ettenten_retaggered/www_amor_ee__183838.json
['OK-välja-v2lja'],yarina pillid on diureetiliste omadustega st nad peaksid ylem22rast vett kehast v2lja viima .,Failid_ettenten_retaggered/www_amor_ee__291979.json
['OK-või-voi'],ja rasva voi wms nad ei v2henda ju ! .,Failid_ettenten_retaggered/www_amor_ee__291979.json
"['OK-võtma-votma', 'OK-mõju-moju']","aga jah peaks neid vist votma hakkama , sest jeanine pillide moju oli masendav - mingi 4-5kg tuli juurde : S kuigi paari kuu parast taastus endine kaal .",Failid_ettenten_retaggered/www_amor_ee__291979.json
['OK-õis-sis'],"Küsimus , millele vastust sooviksin oleks , et kui ma võtan korralikult pille ( alles hakkasin võtma ja läheb 6 päev ) Kas omab tähtsust ka , et kummalt poolt ma pille võtma hakkan ( Yasminelle ) , seal see pakend selline , et nagu saad avada ja sis mõlemal pool nooled .",Failid_ettenten_retaggered/www_amor_ee__525817.json
['OK-õhin-ühin'],"Joonistades mingisse meteoorivoolu kuuluvate meteooride jäljed taevakaardile ja pikendades neid kunstlikult , on võimalik leida nimetatud kujuteldav ühin allikas , mida nimetatakse meteoorivoolu radiandiks – see on koht kus lõikuvad mingi meteoorivoolu kõigi metooride jälgede pikendused .",Failid_ettenten_retaggered/www_astronoomia_ee__609858.json
['OK-näiteks-Nõiteks'],Nõiteks IS-2 ja ka teiste masinate kütusekülu oli ühe tonni liigutamiseks mitmekordselt suurem .,Failid_ettenten_retaggered/www_auto24_ee__259587.json
['OK-äike-Bike'],"Bike on üldse ebardlik riistapuu , sõita tuleb sirge seljaga .",Failid_ettenten_retaggered/www_auto24_ee__59532.json
['NAME-kääbus-Kiibus'],"„ Sihikindla ja vilunud varga eest on autot väga raske kaitsta , kuid enamikku ärandamisjuhtudest saaks vältida lihtsate ettevaatusabinõudega ,“ lisab Taavi Kiibus .",Failid_ettenten_retaggered/www_autoleht_ee__563466.json
['NAME-kääbus-Kiibus'],"Kaskokindlustus katab küll sellise autoärandamise kahju , kuid kliendile tähendab see hulgaliselt üleelamisi , soovimatut asjaajamist ning isiklike asjade kaotust , mida pole võimalik korvata ,“ ütleb Kiibus .",Failid_ettenten_retaggered/www_autoleht_ee__563466.json
['OK-õis-sis'],"Eks sis lugegem ja arvakem , kuidas hinnata Roger Federeri , Serena Williamsi ja teiste tippmängijate kulutusi vaeste ja kannatanute abistamisel .",Failid_ettenten_retaggered/www_bestpress_ee__408849.json
['NAME-bänd-Band'],"Taas kord sattus Tartu Saksikoor reisile Leetu , seekord koos Big Band Tartu ja Salvador Sax Kvartetiga 06. - 09.08.2009 . a. , kus kontserdid toimusid nii Kaunases kui Trakais ja kus õnnestus osaleda ääretult põnevaks kujunenud meistriklassis Hollandi saksofonisti ja Aurelia saksofonikvarteti asutaja Johan van der Lindeni käe all .",Failid_ettenten_retaggered/www_convivo_ee__401724.json
['OK-täiesti-Tõiesti'],Tõiesti siiber sellest vene keelest juba .,Failid_ettenten_retaggered/www_delfi_ee__206648.json
"['OK-lõpuks-l6puks', 'OK-või-v6i']","Küsimus on ikka see , kas hakkab l6puks midagi selliste "" eksijatega "" juhtuma ka v6i venitame tolerantsuse piiri ikka edasi ( olles ammu juba ületanud normaalse moraali ja ka seaduslikkuse piiri ) . . .",Failid_ettenten_retaggered/www_delfi_ee__476150.json
"['OK-jäänus-jaanus', 'OK-käis-kris']","Ja keda ma seal näen : andrus , jürgen , jaanus , vqaldo , keth , kris tiina , rein , , taavi jt. rääbised .",Failid_ettenten_retaggered/www_delfi_ee__476150.json
['OK-käsi-kesi'],ja meie nn. rikkurid-seaduslikud vargad elavad 2 - 3 kesi 150 - 200 2M ning neid ei koti miski .,Failid_ettenten_retaggered/www_delfi_ee__562269.json
['OK-mõte-mite'],"miks on Tallinna kodutud vaja välja saata , hoolitsema peab Tallinn , mite Lungu küla .",Failid_ettenten_retaggered/www_delfi_ee__562269.json
['NAME-öine-Fine'],"Et tagada kompromissitut kvaliteeti väga laiale trükimeedia valikule , kasutatakse kahte erinevat musta tinti : "" Photo Black "" on mõeldud läikivatele või nanopoorsetele kvaliteet- fotopaberitele ja "" Matte Black "" tinti kasutatakse katmata-, matt- ja Fine Art paberitele printides , tagades maksimaalse musta optilise tiheduse .",Failid_ettenten_retaggered/www_digifoto_ee__282141.json
['NAME-mäss-Moss'],"Sellepärast ongi muutused nii rasked ja sellepärast pälvivadki juhid , kes suudavad suunda muuta , nii suurt tunnustust , kirjutab Rosabeth Moss Kanter .",Failid_ettenten_retaggered/www_director_ee__211012.json
['NAME-hõng-Hong'],"Kui külaline San Franciscos tellis hommikusöögiks kergelt praetud mune ja sinna kõrvale Wall Street Journali , siis küsiti samalt kliendilt , kui ta Hong Kongis peatus , kas ta tahaks ka siin hommikuks kergelt praetud mune ja Wall Street Journali .",Failid_ettenten_retaggered/www_director_ee__646849.json
['OK-tõesti-täesti'],"Kodulehest täesti eraldiseisev süsteem , mis võimaldab HTML-formaadis valminud e-kirju või otse süsteemis endas koostatud e-kirju massidele laiali saata .",Failid_ettenten_retaggered/www_doit_ee__4465.json
['OK-üle-ule'],"Tani ettekanded on alati superhuvitavad olnud ning oleks huvi Tani juttu kuulata , aga kellaaeg ei sobi kohe mitte ning tagatipuks ei tea ma , et Live Meeting ’ ule oleks Linuxi peal alternatiivi .",Failid_ettenten_retaggered/www_dt_ee__79509.json
['OK-üha-kha'],"isetus ( skr anātman ; pl anattā ; tb bdag med ; hn wu wo ; jp muga ) , budismi keskseid mõisteid , üks * kokkupandud * seadmuste kolmest tunnusest ( skr trilaks ´ an ´ a ) koos * püsituse ( skr anitya ) ja * kannatusega ( skr duh ´ kha ) .",Failid_ettenten_retaggered/www_eao_ee__345312.json
['OK-õun-yun'],"isiksuse koostisosa ( skr skandha ; pl khanda ‘ kuhi , kogum ’ v upādānaskandha ‘ kippumise kogum ’; tb phung po ; hn yun ; jp un ; skr ) , budismis * seadmuste rühmad , mida virgumata * meel tajub * isiksusena .",Failid_ettenten_retaggered/www_eao_ee__345312.json
['OK-härra-herra'],"Konwenti peal oli ka linnast õppind ehituse juhataja , Arhitekti herra , kes uue kiriku plaani tegemist enese peale wõttis , ja herrad lootsid , et juba tulewal sügisel uus kirik pidi walmis olema .",Failid_ettenten_retaggered/www_eelk_ee__458992.json
['OK-härra-herra'],Selle tingimisega ei olnud arhitekti herra rahul .,Failid_ettenten_retaggered/www_eelk_ee__458992.json
['NAME-nõu-Neu'],"Kogumi vanima , 1741. aastal Riias trükitud lauluraamatu « Neu vermehrtes Rigisches Gesang-Buch » tumepruunid nahkkaaned on tervenisti olnud kaetud kuldtrükis taimornamendiga , kullatud plokilõike nurkades on lopsakas punktiirornament .",Failid_ettenten_retaggered/www_eestikirik_ee__206172.json
['NAME-sõõm-Soom'],"Enim hääli said Kolga-Jaani koguduse õpetaja Ants Tooming ( fotol ) ja mõnda aega õpetaja abilisena kaasa teeninud Kaido Soom , kes on küll väljendanud , et tema prioriteediks jääb õppejõutöö Tartu ülikooli usuteaduskonnas .",Failid_ettenten_retaggered/www_eestikirik_ee__228091.json
['NAME-sõõm-Soom'],"Kaido Soom ütles , et tema meelest vajab Peetri kogudus pühendunud õpetajat , kes koguduse elu edasi viiks .",Failid_ettenten_retaggered/www_eestikirik_ee__228091.json
['OK-sõõm-Soom'],"Soom , kes on tegev õppejõuna praktilise usuteaduse alal , nimetab , et Peetri kirikuhoone vajab remonti ning kogudus peaks leidma oma kindlama ja väljapaistvama koha linnas , mis tähendab ka misjonitöö elavdamist .",Failid_ettenten_retaggered/www_eestikirik_ee__228091.json
['OK-sõõm-Soom'],"Soom ise jätkab tööd ülikoolis , samuti annab ta loenguid Usuteaduse Instituudis Tallinnas , on tegev Tartu Kristlikus Noortekodus ning ajalehe Eesti Kirik teoloogilise konsultandina .",Failid_ettenten_retaggered/www_eestikirik_ee__228091.json
['NAME-känd-Kond'],"Varasemast koosseisust arvati välja Meelis Atonen , Meelis Kond ja Peep Ratas .",Failid_ettenten_retaggered/www_eestikirik_ee__364886.json
['NAME-määr-Maar'],Almanahhis on avaldatud arvukalt materjali Torma Maar ­ ja koguduse ajaloo kohta .,Failid_ettenten_retaggered/www_eestikirik_ee__51902.json
['NAME-jää-Jee'],"Tallinna Jaani kiriku õpetaja Arne Hiob ( fotol ) , Johannes Esto Ühing ja head toetajad on üllatanud õpiku mõõtu raamatuga « Püha maa , juudid ja Jeesus » juutide ja Jee ­ susega seotud paikadest Iisraelis senistele ja tulevastele pühamaarändureile .",Failid_ettenten_retaggered/www_eestikirik_ee__51902.json
['NAME-töötus-Tiitus'],"Uus alaline komisjon Moodustati alaline komisjon nimetusega EELK arengu- ja strateegiakomisjon ning komisjoni liikmeteks nimetati kantsler Urmas Viilma ( esimees ) , Raivo Linnas , Juhani Jaeger , Ülle Keel , Marko Tiitus , Tauno Toompuu , Marion Bobkov .",Failid_ettenten_retaggered/www_eestikirik_ee__564215.json
['NAME-töötus-Tiitus'],"Kõnelejaiks on Alar Kilp , Marko Tiitus , Eenok Haamer ja Villu Jürjo .",Failid_ettenten_retaggered/www_eestikirik_ee__674960.json
['NAME-tünn-Tenn'],"Riho Tenn haaras kiriku võtmed ning jõudis paari minutiga pühakoja juurde , kus ta leekides ukse avas ning kiriku eeskojas rippuva tulekustutiga tulekahju likvideeris .",Failid_ettenten_retaggered/www_eestikirik_ee__92641.json
['OK-külge-kylge'],"Firma torkas ligi 7000 BMWsid reklaamivat postkaarti oma Saksa tehaste parklates seisvate autode kylge , kirjutas Bloomberg .",Failid_ettenten_retaggered/www_ej_ee__351386.json
"['OK-kõige-Koige', 'OK-läbi-labi']",Koige lihtsam oleks ennast labi sularahaautomaadi ennast tootuks vormistada .,Failid_ettenten_retaggered/www_ej_ee__356033.json
['OK-kuupäev-kuupaev'],"Seal oleks juba valmis blankett , tootul on vaja ainult kuupaev sisestada ja JAH margil kinnitus vajutada ning ongi asi korras .",Failid_ettenten_retaggered/www_ej_ee__356033.json
['NAME-äge-Age'],Eelnevalt kuulus sadam teiste hulgas Eesti rahvusballeti kunstilisele juhile Toomas Edurile ja tema baleriinist abikaasale Age Oksale .,Failid_ettenten_retaggered/www_ekspress_ee__102721.json
['OK-nüüd-nyyd'],"Mitu päeva mõeldud ja nyyd ei suuda enam kommentaare endale hoida , no milleks oli teil vaja ajakirjanduse vahendusel nii ENDAL kui ka oma LÄHEDASTEL elu segaseks ajada ??? KAHJUKS olete endale sellise tee valinud , ok , no elage aga milleks see tingel tongel ajakirjandusse vedada .",Failid_ettenten_retaggered/www_ekspress_ee__111600.json
['OK-seetõttu-seetöttu'],"Ma ei saa aru , miks küll ollakse nii mürgised nende inimeste vastu , kes on teistmoodi seksuaalse kallakuga , kui see inimestele kurja ega valu ei tee , ei alanda oma ligemiste väärikust , siis las nad olla , sest meie ei tea ju , mida nemad tunnevad , ja seetöttu pole me ka kohtumöistjateks .",Failid_ettenten_retaggered/www_ekspress_ee__111600.json
['OK-mõte-möte'],"miljonid dirigendile üksi ei vii kuskile , sellel oleks möte siis , kui näiteks muusikud oleks nn. lihvimata teemandid , millest väga hea dirigent suudab palju rohkem välja tuua kui keskpärane .",Failid_ettenten_retaggered/www_ekspress_ee__124009.json
['OK-õli-kli'],"Küll kli  šee , aga ikkagi lihtne tõsiasi : õnnelikuks saame me ennast teha ikka ainult ise .",Failid_ettenten_retaggered/www_ekspress_ee__124750.json
['OK-üha-Õha'],Õha uued näod ehk peibutuspardid kipuvad poliitikuteks .,Failid_ettenten_retaggered/www_ekspress_ee__124848.json
['OK-määr-Maar'],"Maar töötas juba Liviko eelkäijas , Mere puiesteel asunud Tallinna piiritusetehaste omanike ühisuses Rosen & Co , kuhu ta asus lihttöölisena ametisse 1939. aastal .",Failid_ettenten_retaggered/www_ekspress_ee__130431.json
['OK-määr-Maar'],"Maar , Jaan Siimo ja Bernhard Jurno hakkasid Vana Tallinna retsepti välja töötama viiekümnendate lõpul .",Failid_ettenten_retaggered/www_ekspress_ee__130431.json
['NAME-määr-Maar'],"Meil polnud kavas kokku segada mingit uut imejooki , aga kukkus nii välja , et see on tänini turul vastu pidanud ,” meenutas Maar aastate eest .",Failid_ettenten_retaggered/www_ekspress_ee__130431.json
['OK-määr-Maar'],"Maar polnud mitte ainult Vana Tallinna looja , tänu temale on sündinud näiteks ka liköörid Agnes ja Gabriel .",Failid_ettenten_retaggered/www_ekspress_ee__130431.json
['OK-sääl-sääl'],"Isegi kui sääl on teie allkiri ja ridade vahele on politseinik teinud hiljem "" täiendusi "" on tegemist dokumendi võltsimisega .",Failid_ettenten_retaggered/www_ekspress_ee__134488.json
['OK-täiesti-tüiesti'],Olin tüiesti jahmunud nende kahe naispolitseiniku käitumisest kuid otsustasin mõni aeg hiljem kirjutada nende ülemusele järelpärimise nende politseinike käitumise kohta .,Failid_ettenten_retaggered/www_ekspress_ee__134488.json
['OK-nüüd-nyyd'],No mis siis nyyd .,Failid_ettenten_retaggered/www_ekspress_ee__135402.json
['OK-tüüp-tyyp'],"ja selge see , et mingi narkopohmellis tyyp ei räägi "" koputajatele "" midagi .",Failid_ettenten_retaggered/www_ekspress_ee__138654.json
['OK-äike-Nike'],Nike tosse on mulle kergem müüa kui Salamandri kingi .,Failid_ettenten_retaggered/www_ekspress_ee__139970.json
['OK-ülesse-ylesse'],"keegi vist on kunagi leidnud , ylesse kaevanud terve relva lao , kuskil sinimägedel vist , päris hästi säilinud vene kuulipritsid .",Failid_ettenten_retaggered/www_ekspress_ee__141143.json
"['OK-tõsi-tösi', 'OK-tõsi-tösi', 'OK-tõeline-töeline']","tösi , mis tösi töeline raudne leedi , , , , väga arukas .",Failid_ettenten_retaggered/www_ekspress_ee__141424.json
['OK-kõik-köik'],"saab aru poliitikast , taipab sellest , et ansip on juhiks poisike , väga hästi saab aru , et veerpalule on rängalt liiga tehtud---oleks meil eestiriigis olnud köik eestiriigi eesotsas olijad nii arukad , kui see proua , siis oleks meie eest esimene rikkusepoolest .",Failid_ettenten_retaggered/www_ekspress_ee__141424.json
['OK-või-vöi'],"Usun , et Kannik on intrigant , usun , et toimub semupoliitika , usun , et Ilvest veetakse tillist ( vöi ta ei taha teada tött ) .",Failid_ettenten_retaggered/www_ekspress_ee__142530.json
['OK-süsi-sisi'],"Kui kirjutad tõest sisi võetakse see koheselt maha , ning kui see tõde käib Reformierakonan , Sotside või IRL kohta .",Failid_ettenten_retaggered/www_ekspress_ee__146893.json
['OK-üheselt-Kheselt'],Kheselt kustutame kommentaari .,Failid_ettenten_retaggered/www_ekspress_ee__146893.json
"['OK-õli-öli', 'OK-õli-öli']",1.47 ja ei viitsi seda nimekirja edasi trükkida veel voin lisada oliiv öli hinna 5.l head öli maksab 12.90 mis teeb 1liitri hinnaks 2.58 nii et meil peaks hinnad olema tunduvalt odavamad .,Failid_ettenten_retaggered/www_ekspress_ee__147152.json
['NAME-äike-Nike'],Paar Nike dressipükse oli Rademaris müügil hinnaga 1160 krooni ( euroajal pole vaadanud ) .,Failid_ettenten_retaggered/www_ekspress_ee__147152.json
['NAME-järg-Jörg'],Isegi Jörg Haiderit mitte .,Failid_ettenten_retaggered/www_ekspress_ee__148241.json
['OK-süli-soli'],"Ja loomulikult on eugeenika mingi kohutav ebateadus , millega tegeles ühe munaga hitler ( ke soli loomulikult tagalarott , narkomaan , kanapime , homoseksualist ja loomulikult vaimuhaige ) ja üksksi endast lugupidav kaasaegne haritud vasakpoolne kaunishing isegi ei mõtle sellest "" ürgkoledusest "" , rääkimata selle mainimisest seltskonnas või , mis veelgi koletum , kirjutada mingni vastik pisike ebateaduslik tööke riivamisi eugeenika olemsolu aimata laskvas võtmes .",Failid_ettenten_retaggered/www_ekspress_ee__148241.json
['OK-üle-ple'],Kui on MASU siis peavad ju kõik ikka elama kokkuhoidlikult- ostama säästumarketist ja ise kasvatama vajaminevat - muidu kohe ple Eesti ühiskonnas ja ajkirjandusele meeltmööda .,Failid_ettenten_retaggered/www_ekspress_ee__148538.json
['OK-nõus-nöus'],"Olen yhe eeskommijaga nöus , et Vilja Kiisler oli varem justkui arukas naisterahvas , aga see jutt teeb nöutuks .",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-kõik-köik'],"On jah raske , köik teavad seda .",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-igaüks-igayks'],"Oli ju arvata paar aastat tagasi , et see ei saa nii jääda - palkade ja hindade tase läks ju pööraseks ja pea igayks sai laenu , kui vaid tahtis .",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-üle-yle'],Mäletan oma tutvuskonnas imestamist inimeste riskijulguse yle .,Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-sügaval-sygaval'],"Antagu andeks karikeerimine tösise asja puhul , aga meis istub väga sygaval ootus , et keegi kuskil peab meie eest hoolitsema ja vastutama ... me tahame täiskasvanu öigusi ja enamgi veel , kuid me ei taha kohustusi ega oma otsuste tagajärgede eest vastutamist .",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-üldse-yldse'],"Samuti ametnikest otsusetegijate ebakompetentsus ja soovimatus eksperte kuulata , eriti sotsiaalsfääri kysimustes - senikaua , kui pole mujal samade valdkondadega kokku puutunud , vöib jääda mulje , et tegemist on spetsiifiliselt Eesti hädadega ( meil ju oma terminidki - nagu lapsametnik ) , aga oh yllatust , samad hädad on mujalgi ja yldse mitte vaid postsotsialistlikes maades , vaid ka vanades ja soliidsetes .",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
